country,year,gni_per_capita,population,gdp_per_capita
Indonesia,2048,8600.0,316000000.0,24800.0
India,2048,5120.0,1660000000.0,16000.0
Italy,2048,55200.0,52900000.0,58400.0
Japan,2048,68800.0,105000000.0,56900.0
South Korea,2048,61400.0,46600000.0,63400.0
Myanmar,2048,2540.0,59900000.0,7570.0
Malaysia,2048,23000.0,40700000.0,46500.0
Nigeria,2048,2870.0,366000000.0,8330.0
Netherlands,2048,87700.0,18000000.0,71200.0
Philippines,2048,8080.0,156000000.0,18100.0
Thailand,2048,14600.0,68600000.0,31000.0
Vietnam,2048,6790.0,107000000.0,24500.0
Bangladesh,2049,5590.0,203000000.0,14200.0
Brazil,2049,13800.0,231000000.0,25800.0
China,2049,26200.0,1320000000.0,36000.0
Germany,2049,83500.0,79200000.0,67700.0
France,2049,70400.0,65900000.00000001,61300.0
Indonesia,2049,8780.0,317000000.0,25300.0
India,2049,5230.0,1670000000.0,16400.0
Italy,2049,56300.0,52600000.0,59000.0
Japan,2049,70300.0,104000000.0,57500.0
South Korea,2049,62700.0,46200000.0,63900.0
Myanmar,2049,2600.0,59900000.0,7750.0
Malaysia,2049,23500.0,40900000.0,47100.0
Nigeria,2049,2930.0,372000000.0,8530.0
Netherlands,2049,89500.0,17900000.0,71600.0
Philippines,2049,8250.0,157000000.0,18500.0
Thailand,2049,14900.0,68300000.0,31500.0
Vietnam,2049,6930.0,107000000.0,25000.0
Bangladesh,2050,5710.0,204000000.0,14600.0
Brazil,2050,14100.0,231000000.0,26400.0
China,2050,26700.0,1310000000.0,36600.0
Germany,2050,85300.0,78900000.0,68200.0
France,2050,71900.0,65800000.0,61900.0
Indonesia,2050,8970.0,317000000.0,25800.0
India,2050,5340.0,1670000000.0,16800.0
Italy,2050,57500.0,52300000.0,59600.0
Japan,2050,71800.0,104000000.0,58000.0
South Korea,2050,64000.0,45800000.0,64400.00000000001
Myanmar,2050,2650.0,59900000.0,7940.0
Malaysia,2050,24000.0,41000000.0,47700.0
Nigeria,2050,3000.0,377000000.0,8740.0
Netherlands,2050,91400.0,17900000.0,72000.0
Philippines,2050,8430.0,158000000.0,18900.0
Thailand,2050,15300.0,67900000.0,32100.0
Vietnam,2050,7080.0,107000000.0,25500.0
